target_id	length	eff_length	est_counts	tpm
ENSMUST00000112669.9	273	94.0001	1.19072	57.2047
ENSMUST00000224691.2	2100	1921	1	2.35083
ENSMUST00000227947.1	1144	965	1	4.67974
ENSMUST00000073857.5	696	517	1	8.73491
ENSMUST00000046565.12	1695	1516	1	2.97886
ENSMUST00000113947.5	1695	1516	1	2.97886
ENSMUST00000213215.1	316	137	0.611898	20.1701
ENSMUST00000034903.6	669	490	1.3881	12.7931
ENSMUST00000023040.8	924	745	1	6.06168
ENSMUST00000231140.1	561	382	1	11.8219
ENSMUST00000230309.1	159	10.9088	0	0
ENSMUST00000230983.1	81	4.3003	0	0
ENSMUST00000044005.13	1359	1180	1	3.82708
ENSMUST00000119023.7	903	724	1	6.2375
ENSMUST00000117220.7	960	781	1	5.78227
ENSMUST00000100191.3	678	499	1	9.05
ENSMUST00000230872.1	402	223	1	20.2509
ENSMUST00000098537.3	672	493	1	9.16014
ENSMUST00000044734.2	810	631	1	7.15681
ENSMUST00000159207.7	444	265	0	0
ENSMUST00000001284.12	147	8.91948	0	0
ENSMUST00000161241.7	933	754	1.32471	7.93412
ENSMUST00000160486.7	891	712	1.35058	8.56622
ENSMUST00000167546.1	933	754	1.32471	7.93412
ENSMUST00000154040.1	617	438	0	0
ENSMUST00000034048.12	1626	1447	1.67122	5.21573
ENSMUST00000145229.1	866	687	0	0
ENSMUST00000110376.7	1644	1465	1.65755	5.10951
ENSMUST00000164504.1	1626	1447	1.67122	5.21573
ENSMUST00000217203.1	672	493	1	9.16014
ENSMUST00000008734.4	1314	1135	1	3.97881
ENSMUST00000119823.7	669	490	1	9.21622
ENSMUST00000121273.1	669	490	1	9.21622
ENSMUST00000024884.4	1548	1369	1	3.29872
ENSMUST00000110378.8	2961	2782	3	4.86982
ENSMUST00000041582.14	2523	2344	0	0
ENSMUST00000177186.1	102	5.14791	0	0
ENSMUST00000110377.8	429	250	1	18.0638
ENSMUST00000144244.1	448	269	1	16.7879
ENSMUST00000170416.7	2523	2344	0	0
ENSMUST00000018470.9	741	562	2	16.071
ENSMUST00000131288.1	477	298	0	0
ENSMUST00000171362.1	402	223	1	20.2509
ENSMUST00000064290.7	846	667	1	6.77054
ENSMUST00000173321.1	78	4.20281	0	0
ENSMUST00000166056.8	303	124	1	36.4189
ENSMUST00000113376.9	273	94.0001	1	48.0419
ENSMUST00000085308.4	314	135	1	33.4515
ENSMUST00000088950.7	1422	1243	1	3.6331
ENSMUST00000109760.1	1422	1243	1	3.6331
ENSMUST00000042683.6	798	619	0	0
ENSMUST00000159710.1	111	5.62895	0	0
ENSMUST00000169544.7	912	733	2	12.3218
ENSMUST00000067354.9	618	439	1.0873	11.1849
ENSMUST00000178241.3	618	439	1.0873	11.1849
ENSMUST00000204555.1	212	35.2474	0.825401	105.752
ENSMUST00000036303.8	1380	1201	1	3.76016
ENSMUST00000096299.8	1380	1201	1	3.76016
ENSMUST00000156697.7	519	340	1	13.2822
ENSMUST00000112831.2	522	343	1	13.166
ENSMUST00000110894.8	519	340	2	26.5644
ENSMUST00000142061.2	417	238	0	0
ENSMUST00000035842.6	969	790	1.47196	8.4143
ENSMUST00000203029.2	912	733	1.52804	9.41412
ENSMUST00000204203.1	146	8.78198	0	0
ENSMUST00000204576.1	240	61.0822	1	73.9323
ENSMUST00000045262.10	1689	1510	1	2.99069
ENSMUST00000200062.1	606	427	1	10.576
ENSMUST00000223669.1	873	694	1	6.50713
ENSMUST00000022511.9	4131	3952	1	1.1427
ENSMUST00000187667.6	360	181	1.5	37.425
ENSMUST00000186336.1	170	13.4599	0	0
ENSMUST00000189243.1	276	97.0001	1	46.5561
ENSMUST00000043734.11	360	181	1.5	37.425
ENSMUST00000097837.10	2085	1906	1	2.36933
ENSMUST00000105835.7	2190	2011	1	2.24562
ENSMUST00000152567.7	496	317	1	14.2459
ENSMUST00000141306.1	1216	1037	1	4.35482
ENSMUST00000150928.7	722	543	1	8.31666
ENSMUST00000047243.11	2184	2005	1	2.25234
ENSMUST00000106103.7	1230	1051	1	4.29681
ENSMUST00000106100.8	2733	2554	1	1.76819
ENSMUST00000200570.4	1242	1063	1	4.24831
ENSMUST00000089982.10	2730	2551	1	1.77027
ENSMUST00000106101.1	2733	2554	1	1.76819
ENSMUST00000061328.5	2283	2104	1	2.14636
ENSMUST00000094464.9	3501	3322	1.16154	1.579
ENSMUST00000122222.7	5289	5110	1.0994	0.97159
ENSMUST00000147270.1	641	462	0.739064	7.22419
ENSMUST00000139806.1	2109	1930	1	2.33987
ENSMUST00000239035.1	1881	1702	1	2.65332
ENSMUST00000068697.10	1146	967	3	14.0102
ENSMUST00000204598.2	993	814	0	0
ENSMUST00000206378.1	333	154	1	29.3243
ENSMUST00000204708.1	142	8.26769	0	0
ENSMUST00000233057.1	3225	3046	2.22093	3.29271
ENSMUST00000024849.10	3222	3043	1.11058	1.64816
ENSMUST00000232777.1	3192	3013	1.04004	1.55884
ENSMUST00000233245.1	2982	2803	0	0
ENSMUST00000233148.1	366	187	0.795405	19.2086
ENSMUST00000233343.1	286	107	1	42.2051
ENSMUST00000233728.1	295	116	0.833044	32.4309
ENSMUST00000137188.1	582	403	1	11.2058
ENSMUST00000126318.7	192	21.9418	1	205.814
ENSMUST00000133205.7	368	189	1.49989	35.8383
ENSMUST00000128690.1	124	6.5079	0	0
ENSMUST00000103091.8	2163	1984	1.10529	2.51585
ENSMUST00000148643.7	873	694	1	6.50713
ENSMUST00000074046.12	2199	2020	1.10322	2.46638
ENSMUST00000094329.10	2163	1984	1.10529	2.51585
ENSMUST00000103088.9	2397	2218	1.09315	2.2257
ENSMUST00000071699.10	2397	2218	1.09315	2.2257
ENSMUST00000021282.11	4014	3835	1	1.17756
ENSMUST00000152964.2	1422	1243	1	3.6331
ENSMUST00000149703.3	351	172	1	26.2555
ENSMUST00000026262.7	1587	1408	1	3.20735
ENSMUST00000028175.6	1080	901	1	5.01215
ENSMUST00000034902.11	669	490	3	27.6487
ENSMUST00000125479.7	546	367	0	0
ENSMUST00000129247.1	538	359	0	0
ENSMUST00000033646.8	1152	973	1	4.64126
ENSMUST00000112827.1	1152	973	1	4.64126
ENSMUST00000055345.8	828	649	1	6.95832
ENSMUST00000121720.1	1383	1204	1	3.75079
ENSMUST00000113337.9	5268	5089	1	0.887394
ENSMUST00000113335.3	5268	5089	1	0.887394
ENSMUST00000225599.1	537	358	1	12.6144
ENSMUST00000023129.14	504	325	0	0
ENSMUST00000136480.7	504	325	0	0
ENSMUST00000123724.7	561	382	4.97288	58.7887
ENSMUST00000146736.7	585	406	4.02712	44.7937
ENSMUST00000153930.7	504	325	0	0
ENSMUST00000146675.7	504	325	0	0
ENSMUST00000141364.7	504	325	0	0
ENSMUST00000147389.7	485	306	0	0
ENSMUST00000129837.1	382	203	0	0
ENSMUST00000071991.5	357	178	1	25.3705
ENSMUST00000034900.7	495	316	1	14.291
ENSMUST00000102855.7	1881	1702	1.5	3.97998
ENSMUST00000028207.12	1881	1702	1.5	3.97998
ENSMUST00000155790.7	606	427	1	10.576
ENSMUST00000102854.9	1818	1639	0	0
ENSMUST00000154595.1	397	218	1	20.7154
ENSMUST00000132981.8	616	437	2	20.668
ENSMUST00000156702.1	111	5.62895	0	0
ENSMUST00000134120.1	133	7.28986	0	0
ENSMUST00000129494.1	184	18.2087	1	248.01
ENSMUST00000142096.1	177	15.5846	0	0
ENSMUST00000044443.14	3153	2974	1	1.51848
ENSMUST00000182078.8	11703	11524	1	0.391873
ENSMUST00000182064.8	11781	11602	1.01692	0.395823
ENSMUST00000182571.3	1266	1087	1	4.15451
ENSMUST00000182118.8	369	190	1	23.7682
ENSMUST00000182062.7	563	384	1	11.7603
ENSMUST00000182025.5	327	148	1	30.5132
ENSMUST00000182711.7	3657	3478	1	1.29843
ENSMUST00000182959.7	3342	3163	1	1.42774
ENSMUST00000211813.1	365	186	1	24.2793
ENSMUST00000182008.7	1446	1267	1	3.56428
ENSMUST00000182547.7	1470	1291	1	3.49802
ENSMUST00000182994.7	1365	1186	1	3.80771
ENSMUST00000182610.7	1257	1078	1	4.18919
ENSMUST00000182452.7	372	193	0.983084	23.0029
ENSMUST00000238781.1	336	157	1	28.764
ENSMUST00000183095.2	271	92.0002	1	49.0863
ENSMUST00000239234.1	159	10.9088	0	0
ENSMUST00000189368.1	339	160	1	28.2247
ENSMUST00000068367.13	2913	2734	0	0
ENSMUST00000120760.7	2913	2734	0	0
ENSMUST00000113890.1	2913	2734	0	0
ENSMUST00000154076.1	138	7.80511	0	0
ENSMUST00000168844.8	3162	2983	5	7.56948
ENSMUST00000200038.1	156	10.3458	0	0
ENSMUST00000199672.4	150	9.35544	0	0
ENSMUST00000112519.8	1995	1816	1.09927	2.73363
ENSMUST00000199557.4	153	9.8295	0	0
ENSMUST00000198633.4	1779	1600	1.11421	3.14481
ENSMUST00000014812.12	1992	1813	1.09945	2.7386
ENSMUST00000198066.4	150	9.35544	0	0
ENSMUST00000199283.1	195	23.5677	1	191.616
ENSMUST00000199811.2	343	164	0.687066	18.9192
ENSMUST00000015791.5	11157	10978	1	0.411364
ENSMUST00000113367.1	1941	1762	1	2.56297
ENSMUST00000107478.8	3288	3109	1	1.45254
ENSMUST00000125014.1	234	55.1953	1	81.8177
ENSMUST00000154103.1	703	524	0.803451	6.92432
ENSMUST00000098382.9	3369	3190	1.19655	1.6939
ENSMUST00000105298.2	2052	1873	1.28906	3.10802
ENSMUST00000220128.1	1107	928	1.82677	8.88966
ENSMUST00000220234.1	599	420	1.59511	17.1511
ENSMUST00000219351.1	78	4.20281	0	0
ENSMUST00000218764.1	145	8.64817	0	0
ENSMUST00000220071.1	145	8.64817	0	0
ENSMUST00000099374.8	2052	1873	1.28906	3.10802
ENSMUST00000134985.8	438	259	1	17.4361
ENSMUST00000096250.4	5487	5308	1	0.850782
ENSMUST00000035725.6	228	49.4247	1	91.3703
ENSMUST00000040961.2	1146	967	1	4.67006
ENSMUST00000113366.1	1146	967	1	4.67006
ENSMUST00000034086.12	1416	1237	3	10.9522
ENSMUST00000169179.2	1104	925	0	0
ENSMUST00000211113.1	1104	925	0	0
ENSMUST00000055014.10	759	580	1	7.78612
ENSMUST00000106568.7	945	766	1	5.89549
ENSMUST00000163281.1	1188	1009	1	4.47567
ENSMUST00000028209.14	717	538	1.82993	15.3604
ENSMUST00000123202.7	423	244	0.170068	3.14762
ENSMUST00000113612.9	588	409	1	11.0414
ENSMUST00000137248.7	276	97.0001	2	93.1123
ENSMUST00000155196.1	270	91.0003	0	0
ENSMUST00000199727.4	750	571	1	7.90884
ENSMUST00000040787.12	1626	1447	1	3.1209
ENSMUST00000164582.3	1626	1447	1	3.1209
ENSMUST00000070742.13	1524	1345	1	3.35758
ENSMUST00000034898.13	1185	1006	1	4.48902
ENSMUST00000127190.1	693	514	1	8.78589
ENSMUST00000113364.9	4017	3838	1	1.17664
ENSMUST00000113358.9	3963	3784	1	1.19343
ENSMUST00000195088.5	3387	3208	1	1.40771
ENSMUST00000192677.5	4017	3838	1	1.17664
ENSMUST00000193899.1	3081	2902	1	1.55615
ENSMUST00000155223.6	915	736	1	6.1358
ENSMUST00000191653.1	1491	1312	1	3.44203
ENSMUST00000050239.15	4005	3826	1	1.18033
ENSMUST00000024944.8	2058	1879	1	2.40338
ENSMUST00000092768.6	864	685	1	6.59263
ENSMUST00000072406.4	1917	1738	0	0
ENSMUST00000171795.8	2178	1999	2.15167	4.86084
ENSMUST00000234676.1	486	307	1.84833	27.1889
ENSMUST00000234393.1	423	244	0	0
ENSMUST00000003360.9	987	808	2	11.1781
ENSMUST00000209796.1	249	70.019	1	64.496
ENSMUST00000210027.1	81	4.3003	0	0
ENSMUST00000022344.3	1926	1747	2	5.16995
ENSMUST00000223955.1	237	58.1281	1	77.6896
ENSMUST00000224412.1	99	5.00576	0	0
ENSMUST00000041815.14	2094	1915	1	2.3582
ENSMUST00000114902.7	2073	1894	1	2.38434
ENSMUST00000239367.1	2346	2167	1	2.08396
ENSMUST00000088072.9	1863	1684	1	2.68168
ENSMUST00000151735.7	765	586	1	7.7064
ENSMUST00000123082.8	1239	1060	1.76667	7.52658
ENSMUST00000155852.6	639	460	0.616667	6.05399
ENSMUST00000193669.1	639	460	0.616667	6.05399
ENSMUST00000238584.1	2487	2308	1	1.95665
ENSMUST00000106731.3	2613	2434	1	1.85536
ENSMUST00000143601.7	2991	2812	1	1.60596
ENSMUST00000106733.9	2691	2512	1	1.79775
ENSMUST00000238651.1	2181	2002	1	2.25572
ENSMUST00000030356.9	2868	2689	1	1.67942
ENSMUST00000238421.1	2364	2185	1	2.0668
ENSMUST00000126573.7	2085	1906	1	2.36933
ENSMUST00000238569.1	2991	2812	1	1.60596
ENSMUST00000106732.9	2499	2320	1	1.94653
ENSMUST00000135022.2	471	292	1	15.4656
ENSMUST00000238658.1	408	229	1	19.7203
ENSMUST00000238255.1	570	391	1	11.5497
ENSMUST00000238693.1	375	196	1	23.0406
ENSMUST00000078090.11	1710	1531	1.25389	3.69857
ENSMUST00000126353.7	417	238	1	18.9746
ENSMUST00000149357.7	489	310	0.74611	10.869
ENSMUST00000148059.1	165	12.1958	0	0
ENSMUST00000142454.1	222	43.8484	1	102.99
ENSMUST00000034896.12	2010	1831	1.0523	2.59537
ENSMUST00000148238.1	597	418	1	10.8037
ENSMUST00000133002.1	270	91.0003	0.947701	47.0303
ENSMUST00000122050.1	348	169	1	26.7216
ENSMUST00000239351.1	1443	1264	1	3.57274
ENSMUST00000100026.9	918	739	1	6.11089
ENSMUST00000039443.13	795	616	1	7.33109
ENSMUST00000096127.10	873	694	1	6.50713
ENSMUST00000143823.1	769	590	1	7.65415
ENSMUST00000029275.5	510	331	1	13.6434
ENSMUST00000144629.7	1860	1681	1	2.68647
ENSMUST00000029274.13	1647	1468	1	3.07626
ENSMUST00000147773.2	606	427	1	10.576
ENSMUST00000027053.7	1026	847	1	5.3317
ENSMUST00000067631.6	1092	913	2.95469	14.6147
ENSMUST00000125276.1	1053	874	0	0
ENSMUST00000136718.1	474	295	0.0453098	0.693616
ENSMUST00000228072.1	1431	1252	1	3.60699
ENSMUST00000047835.7	4371	4192	1	1.07728
ENSMUST00000227069.1	4170	3991	1	1.13153
ENSMUST00000228535.1	696	517	1	8.73491
ENSMUST00000228260.1	255	76.0064	1	59.4154
ENSMUST00000035673.7	546	367	1	12.305
ENSMUST00000204915.1	63	3.78007	0	0
ENSMUST00000034087.8	942	763	1	5.91868
ENSMUST00000085144.10	1497	1318	1.26124	4.32148
ENSMUST00000149739.1	452	273	0.738756	12.2205
ENSMUST00000105770.1	528	349	1	12.9397
ENSMUST00000027302.13	1362	1183	1	3.81737
ENSMUST00000190122.1	868	689	1	6.55435
ENSMUST00000188972.2	258	79.0036	1	57.1613
ENSMUST00000113306.3	1194	1015	1.39232	6.19472
ENSMUST00000188695.1	465	286	0.607682	9.59531
ENSMUST00000017561.14	1503	1324	1	3.41084
ENSMUST00000107565.2	1524	1345	1	3.35758
ENSMUST00000107564.1	336	157	1	28.764
ENSMUST00000042235.14	1389	1210	1.88474	7.03419
ENSMUST00000154207.7	747	568	1.11526	8.86704
ENSMUST00000156988.1	558	379	0	0
ENSMUST00000020118.4	1146	967	1	4.67006
ENSMUST00000220291.1	708	529	1	8.53677
ENSMUST00000113228.7	2874	2695	1	1.67568
ENSMUST00000153424.7	2874	2695	1	1.67568
ENSMUST00000113224.8	2946	2767	1	1.63207
ENSMUST00000113226.1	2874	2695	1	1.67568
ENSMUST00000056623.12	828	649	1	6.95832
ENSMUST00000129255.1	192	21.9418	1	205.814
ENSMUST00000021241.7	723	544	1	8.30138
ENSMUST00000114050.7	135	7.48819	0	0
ENSMUST00000114049.1	135	7.48819	0	0
ENSMUST00000114048.1	135	7.48819	0	0
ENSMUST00000144337.1	204	29.2345	1	154.473
ENSMUST00000022563.8	1854	1675	1	2.69609
ENSMUST00000224366.1	1968	1789	1	2.52429
ENSMUST00000074733.10	1290	1111	1.19959	4.87606
ENSMUST00000201700.3	1278	1099	1.20221	4.94007
ENSMUST00000202196.3	613	434	0	0
ENSMUST00000202308.3	1278	1099	1.20221	4.94007
ENSMUST00000201421.3	1296	1117	1.19831	4.84467
ENSMUST00000202415.3	293	114	1	39.6136
ENSMUST00000202217.2	1299	1120	1.19767	4.82913
ENSMUST00000119797.7	1476	1297	1	3.48184
ENSMUST00000148264.7	750	571	2	15.8177
ENSMUST00000119027.7	665	486	0	0
ENSMUST00000026390.7	1476	1297	1	3.48184
ENSMUST00000143865.1	69	3.93736	0	0
ENSMUST00000052441.11	1488	1309	1	3.44992
ENSMUST00000117645.7	1410	1231	1	3.66852
ENSMUST00000121137.8	1986	1807	1	2.49914
ENSMUST00000149407.7	1356	1177	1	3.83683
ENSMUST00000023244.5	1932	1753	1	2.57613
ENSMUST00000162627.7	1617	1438	1.09223	3.43008
ENSMUST00000054668.12	1713	1534	1.17948	3.47228
ENSMUST00000149320.8	1536	1357	1.51236	5.03298
ENSMUST00000131257.8	1422	1243	0	0
ENSMUST00000159558.7	1440	1261	1.38075	4.9448
ENSMUST00000144138.3	378	199	1	22.6932
ENSMUST00000162751.7	1713	1534	1.17948	3.47228
ENSMUST00000115359.9	378	199	1	22.6932
ENSMUST00000027052.12	1617	1438	1.09223	3.43008
ENSMUST00000162007.7	1440	1261	1.38075	4.9448
ENSMUST00000127420.7	339	160	1	28.2247
ENSMUST00000128957.8	1536	1357	1.51236	5.03298
ENSMUST00000153966.8	291	112	0.578122	23.3105
ENSMUST00000162435.7	1617	1438	1.09223	3.43008
ENSMUST00000151888.7	166	12.4336	0	0
ENSMUST00000145092.7	282	103	1	43.8442
ENSMUST00000163339.7	17	2.91871	0	0
ENSMUST00000171070.7	209	32.8908	0.899371	123.485
ENSMUST00000170370.7	385	206	0	0
ENSMUST00000164822.7	1656	1477	2.16268	6.61244
ENSMUST00000165429.7	472	293	0	0
ENSMUST00000170368.7	260	81.0024	0.734378	40.9422
ENSMUST00000171767.7	1554	1375	1.49064	4.89575
ENSMUST00000163533.7	449	270	0	0
ENSMUST00000170677.7	1584	1405	0	0
ENSMUST00000167401.7	219	41.1625	1.41699	155.459
ENSMUST00000169513.7	1584	1405	0	0
ENSMUST00000165727.7	271	92.0002	1	49.0863
ENSMUST00000165567.7	516	337	1.61012	21.5763
ENSMUST00000022702.12	1656	1477	2.16268	6.61244
ENSMUST00000167021.7	72	4.02165	0	0
ENSMUST00000164298.7	879	700	1.19776	7.72721
ENSMUST00000163797.1	660	481	1	9.38867
ENSMUST00000166875.1	358	179	1	25.2288
ENSMUST00000169479.7	1656	1477	2.16268	6.61244
ENSMUST00000110952.9	1656	1477	2.16268	6.61244
ENSMUST00000029610.8	945	766	1	5.89549
ENSMUST00000090300.5	5211	5032	1	0.897446
ENSMUST00000229614.1	1731	1552	1	2.90976
ENSMUST00000111072.7	2325	2146	1	2.10436
ENSMUST00000022642.5	2382	2203	1	2.04991
ENSMUST00000224039.1	2307	2128	1	2.12216
ENSMUST00000225767.2	126	6.66748	0	0
ENSMUST00000084289.4	2586	2407	1	1.87617
ENSMUST00000065978.8	465	286	1	15.79
ENSMUST00000229158.1	252	73.0112	1	61.8529
ENSMUST00000239304.1	3018	2839	1.07453	1.70924
ENSMUST00000226047.1	2088	1909	1.11502	2.6377
ENSMUST00000224247.1	2055	1876	1.39161	3.34992
ENSMUST00000225148.1	2055	1876	1.39161	3.34992
ENSMUST00000224667.1	3873	3694	1.05631	1.29135
ENSMUST00000225153.1	2817	2638	1	1.71188
ENSMUST00000238831.1	3570	3391	1	1.33175
ENSMUST00000225710.1	381	202	1	22.3562
ENSMUST00000225786.1	2145	1966	1.11131	2.55272
ENSMUST00000224583.1	84	4.40283	0	0
ENSMUST00000225766.2	1058	879	1	5.1376
ENSMUST00000224233.1	510	331	0.290603	3.9648
ENSMUST00000099466.9	2223	2044	1.34822	2.97871
ENSMUST00000165469.1	2145	1966	1.11131	2.55272
ENSMUST00000099467.9	2817	2638	1	1.71188
ENSMUST00000165212.7	2175	1996	1.10946	2.51015
ENSMUST00000023359.12	1035	856	1	5.27564
ENSMUST00000117958.7	954	775	1	5.82703
ENSMUST00000132316.7	267	88.0006	1	51.3173
ENSMUST00000115795.8	954	775	1	5.82703
ENSMUST00000149232.1	528	349	1	12.9397
ENSMUST00000229127.1	897	718	1	6.28962
ENSMUST00000047405.8	3405	3226	1	1.39986
ENSMUST00000027916.12	927	748	2.2098	13.3414
ENSMUST00000210277.1	972	793	1.09836	6.25492
ENSMUST00000151769.1	250	71.016	0.691837	43.9943
ENSMUST00000110965.1	762	583	0	0
ENSMUST00000015003.9	1233	1054	1	4.28458
ENSMUST00000088454.12	1458	1279	1	3.53084
ENSMUST00000100262.3	1458	1279	1	3.53084
ENSMUST00000230767.1	219	41.1625	1	109.71
ENSMUST00000088452.10	1458	1279	1	3.53084
ENSMUST00000105769.7	1047	868	1	5.20271
ENSMUST00000075045.3	1485	1306	1	3.45785
ENSMUST00000135802.7	2445	2266	1	1.99292
ENSMUST00000005108.9	5073	4894	1	0.922752
ENSMUST00000132009.3	1866	1687	1	2.67691
ENSMUST00000203373.1	460	281	1	16.071
ENSMUST00000002825.5	4440	4261	1	1.05983
ENSMUST00000093812.4	4329	4150	1	1.08818
ENSMUST00000059080.6	252	73.0112	1	61.8529
ENSMUST00000226468.1	1377	1198	1.49937	5.652
ENSMUST00000023132.4	1608	1429	1.38738	4.38442
ENSMUST00000226493.1	578	399	0.113247	1.28175
ENSMUST00000227955.1	1551	1372	1	3.29151
ENSMUST00000036153.11	630	451	1.16255	11.6409
ENSMUST00000186750.1	242	63.0604	0.837448	59.9722
ENSMUST00000186882.1	18	2.93465	0	0
ENSMUST00000006856.2	4398	4219	1	1.07038
ENSMUST00000050120.3	780	601	1	7.51406
ENSMUST00000088922.4	750	571	1	7.90884
ENSMUST00000032283.11	1470	1291	1.08033	3.77904
ENSMUST00000127146.7	474	295	1	15.3083
ENSMUST00000112703.7	1416	1237	1	3.65073
ENSMUST00000144131.7	411	232	1	19.4653
ENSMUST00000163827.7	601	422	1	10.7013
ENSMUST00000136829.7	465	286	1.50526	23.7682
ENSMUST00000146667.1	275	96.0001	0.414401	19.4939
ENSMUST00000197452.4	1440	1261	1	3.58124
ENSMUST00000042661.7	1575	1396	1	3.23492
ENSMUST00000199157.1	324	145	1	31.1445
ENSMUST00000032168.6	1431	1252	1	3.60699
ENSMUST00000108891.1	1431	1252	1	3.60699
ENSMUST00000023099.7	1515	1336	1	3.3802
ENSMUST00000225247.2	1641	1462	1.40536	4.34098
ENSMUST00000224957.2	763	584	0	0
ENSMUST00000022561.8	2019	1840	2.59464	6.36809
ENSMUST00000239079.1	1908	1729	0	0
ENSMUST00000029186.13	2040	1861	1	2.42662
ENSMUST00000109478.8	2112	1933	1	2.33624
ENSMUST00000156893.1	639	460	1	9.81728
ENSMUST00000103217.10	1131	952	1	4.74364
ENSMUST00000134747.1	237	58.1281	1	77.6896
ENSMUST00000110232.8	2394	2215	1	2.0388
ENSMUST00000135149.7	1602	1423	1	3.17354
ENSMUST00000183552.7	2394	2215	1	2.0388
ENSMUST00000052104.9	2316	2137	1	2.11322
ENSMUST00000184921.7	183	17.7996	1	253.711
ENSMUST00000147333.1	510	331	1	13.6434
ENSMUST00000207107.1	8862	8683	1	0.520091
ENSMUST00000069395.6	8676	8497	1	0.531476
ENSMUST00000172220.7	8775	8596	1	0.525355
ENSMUST00000022585.4	1041	862	1	5.23892
ENSMUST00000106337.6	1593	1414	1	3.19374
ENSMUST00000200236.1	1506	1327	1	3.40313
ENSMUST00000030439.14	1701	1522	1.58048	4.68946
ENSMUST00000102690.8	738	559	0.419522	3.38916
ENSMUST00000221654.1	927	748	1	6.03737
ENSMUST00000094853.8	1062	883	1	5.11433
ENSMUST00000151829.1	567	388	1	11.639
ENSMUST00000225299.1	195	23.5677	1	191.616
ENSMUST00000040106.8	840	661	1	6.832
ENSMUST00000038529.1	1845	1666	1	2.71065
ENSMUST00000020081.10	759	580	1	7.78612
ENSMUST00000105431.7	759	580	1	7.78612
ENSMUST00000160337.1	759	580	1	7.78612
ENSMUST00000219352.1	380	201	1	22.4674
ENSMUST00000039581.13	786	607	2	14.8796
ENSMUST00000100403.8	786	607	2	14.8796
ENSMUST00000107194.7	514	335	0	0
ENSMUST00000128614.1	469	290	0	0
ENSMUST00000009740.8	1416	1237	1	3.65073
ENSMUST00000113223.2	1053	874	1	5.16699
ENSMUST00000122232.7	2382	2203	1.66667	3.41651
ENSMUST00000120753.2	2382	2203	1.66667	3.41651
ENSMUST00000206352.1	213	36.0583	1	125.24
ENSMUST00000135306.2	177	15.5846	0	0
ENSMUST00000147150.1	130	7.01018	0	0
ENSMUST00000107362.9	2382	2203	1.66667	3.41651
ENSMUST00000090246.4	1098	919	3	14.7419
ENSMUST00000126569.1	114	5.81021	0	0
ENSMUST00000197057.1	55	3.59105	0	0
ENSMUST00000231039.1	1644	1465	1.25	3.85319
ENSMUST00000023101.9	1644	1465	1.25	3.85319
ENSMUST00000230086.1	1644	1465	1.25	3.85319
ENSMUST00000230907.1	480	301	6.8608e-06	0.000102934
ENSMUST00000166223.1	1644	1465	1.25	3.85319
ENSMUST00000132859.7	2478	2299	1.52732	3.00013
ENSMUST00000178400.8	2652	2473	1.47268	2.68926
ENSMUST00000151183.1	158	10.7156	0	0
ENSMUST00000122440.1	1410	1231	1	3.66852
ENSMUST00000198435.4	894	715	1	6.31601
ENSMUST00000031171.8	780	601	1	7.51406
ENSMUST00000067715.4	1824	1645	1	2.74526
ENSMUST00000217402.1	924	745	1	6.06168
ENSMUST00000214870.1	924	745	1	6.06168
ENSMUST00000022701.6	2766	2587	1	1.74563
ENSMUST00000164624.1	144	8.51793	0	0
ENSMUST00000156568.7	816	637	1	7.0894
ENSMUST00000023387.13	1038	859	1	5.25722
ENSMUST00000146343.7	207	31.3862	1	143.883
ENSMUST00000239112.1	1251	1072	1	4.21264
ENSMUST00000131360.7	207	31.3862	1	143.883
ENSMUST00000001147.4	3078	2899	1	1.55776
ENSMUST00000212046.1	126	6.66748	0	0
ENSMUST00000109375.3	2163	1984	1	2.27618
ENSMUST00000212033.1	2112	1933	1	2.33624
ENSMUST00000199033.4	879	700	0.321198	2.07216
ENSMUST00000098534.8	1383	1204	2.38889	8.96022
ENSMUST00000200574.4	384	205	0	0
ENSMUST00000196413.4	695	516	2.28991	20.041
ENSMUST00000197940.4	186	19.0638	1	236.886
ENSMUST00000197604.2	557	378	0	0
ENSMUST00000030436.11	423	244	2	37.016
ENSMUST00000142585.1	113	5.74851	0	0
ENSMUST00000180300.1	171	13.7365	0	0
ENSMUST00000022586.1	1455	1276	1	3.53915
ENSMUST00000028222.12	1968	1789	1	2.52429
ENSMUST00000100171.2	1968	1789	1	2.52429
ENSMUST00000137145.7	129	6.9214	0	0
ENSMUST00000059433.7	1302	1123	1.08607	4.36746
ENSMUST00000228521.1	1302	1123	1.08607	4.36746
ENSMUST00000226495.1	268	89.0004	0.827852	42.0058
ENSMUST00000183937.1	207	31.3862	1	143.883
ENSMUST00000058825.4	972	793	1	5.69477
ENSMUST00000034228.15	492	313	1	14.428
ENSMUST00000109527.5	459	280	1	16.1284
ENSMUST00000211858.1	276	97.0001	1	46.5561
ENSMUST00000229890.1	1560	1381	1	3.27006
ENSMUST00000053106.6	1560	1381	1	3.27006
ENSMUST00000015771.2	1215	1036	1	4.35902
ENSMUST00000127430.1	6024	5845	1	0.772617
ENSMUST00000233839.1	360	181	1	24.95
ENSMUST00000233872.1	264	85.0011	1	53.1282
ENSMUST00000070538.11	876	697	2	12.9582
ENSMUST00000167962.1	732	553	0	0
ENSMUST00000006838.15	2328	2149	1	2.10142
